uc_seq,name,gugun_nm,cate2_nm,lat,lng,plage,tags,title,subtitle,main_place,addr1,addr2,homepage,trfc_info,usage_day,hldy_info,usage_time,usage_amou,middle_siz,main_img_n,main_img_t
332,당일코스 5,중구,일정여행,35.09885,129.02899,당일코스 5,"부산여행, 부산당일치기, 부산당일코스, 부산가볼만한곳, 도시철도투어, 범어사, 부산시민공원, 서면, 40계단, 용두산공원, 감천문화마을, 다대포해수욕장, 부산도시철도1호선투어, 추천여행","부산 역사기행, 중구에서 부산 근현대사를 돌아보다",-,당일코스 5,-,-,-,-,-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227155201519_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227155201519_thumbL
342,당일코스 4,중구,일정여행,35.09556,129.03647,당일코스 4,"부산여행, 부산당일치기, 부산당일코스, 부산가볼만한곳, 도시철도투어, 범어사, 부산시민공원, 서면, 40계단, 용두산공원, 감천문화마을, 다대포해수욕장, 부산도시철도1호선투어, 추천여행",부산 최남단 여행  영도에서 다대포 까지,-,당일코스 4,-,-,-,-,-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227174120390_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227174120390_thumbL
350,만화와 부산,해운대구,이색여행,35.172466,129.12541,만화와 부산,"부산여행, 부산만화, 부산명소, 부산당일여행코스, 부산가볼만한곳, 부산여행지추천, 부산글로벌웹툰센터, 도시철도미남역, 웹툰이바구길, 동구웹툰이바구길",부산에 숨어있는 웹툰을 찾아서,-,만화와 부산,부산문화콘텐츠콤플렉스 부산광역시 해운대구 수영강변대로 140도시철도 미남역 부산광역시 동래구 아시아드대로 지하 232웹툰이바구길 부산광역시 동구 성북로 57-2(성북전통시장),-,-,"부산문화콘텐츠콤플렉스 도시철도 2호선 센텀시티역 6번 출구 도보 8분도시철도 미남역 도시철도 3호선 미남역 지하 웹툰이바구길버스 186, 86, 87 성북고개 하차 도보 1분주차 성북공영주차장",-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227192002236_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227192002236_thumbL
353,아이와 함께 가기 좋은 곳,영도구,이색여행,35.078682,129.08029,아이와 함께 가기 좋은 곳,"부산여행, 가족여행, 아이와함께, 예술마을, 인문학여행, 키자니아, 해운대빛축제, 광복로겨울빛트리축제, 감천문화마을",여긴 꼭 가야해! 아이와 함께 가기 좋은 곳,-,아이와 함께 가기 좋은 곳,-,-,-,-,-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227194120543_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227194120543_thumbL
374,유니크베뉴_이색공간,해운대구,이색여행,35.160294,129.19144,유니크베뉴_이색공간,"부산여행, 부산가볼만한곳, 유니크베뉴, 이색여행, 추천여행, 부산모임장소, 복합문화공간, 부산MICE, 부산명소, 신기숲, 젬스톤, 문화골목",유니크베뉴_이색공간,-,유니크베뉴_이색공간,b'eb9dbcebb2a8eb9dbcecb998ed838020ebb680ec82b0eab491ec97adec8b9c20ed95b4ec9ab4eb8c80eab5ac20ecb2adec82aced8faceba19c3538ebb288eab8b8203338463139363320ebb680ec82b0eab491ec97adec8b9c20ec8898ec9881eab5ac20eab5aceb9dbdeba19c313233ebb288eab8b8203230ec8ba0eab8b0ec88b220ebb680ec82b0eab491ec97adec8b9c20ec9881eb8f84eab5ac20ec9980ecb998eba19c203635eca0acec8aa4ed86a420ebb680ec82b0eab491ec97adec8b9c20ec9881eb8f84eab5ac20eb8c80eab590eba19c36ebb288eab8b8203333eab2bdec84b1eb8c80ebacb8ed9994eab3a8ebaaa920ebb680ec82b0eab4',-,-,-,-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20191229154357766_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191229154357766_thumbL
378,유니크베뉴_수변?전경시설,해운대구,이색여행,35.152435,129.15125,유니크베뉴_수변?전경시설,"부산여행, 부산가볼만한곳, 유니크베뉴, 이색여행, 누리마루APEC하우스, 뱅델올리브, 포트1902, 레플랑시, 부산아쿠아리움, 메르씨엘, 티파니21, 더베이101요트클럽, 팬스타크루즈, 송도해상케이블카, 목장원, 낙동강문화관",유니크베뉴_수변?전경시설,-,유니크베뉴_수변?전경시설,-,-,-,-,-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20191230113144176_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191230113144176_thumbL
381,유니크베뉴_전시시설,해운대구,이색여행,35.166737,129.13701,유니크베뉴_전시시설,"부산여행, 부산가볼만한곳, 유니크베뉴, 이색여행, 추천여행, 부산모임장소, 복합문화공간, 부산MICE, 부산시립미술관, 부산디자인진흥원, 국립부산과학관, 국립해양박물관, 유엔평화기념관",유니크베뉴_전시시설,-,유니크베뉴_전시시설,부산시립미술관 부산광역시 해운대구 APEC로 58부산디자인진흥원 부산광역시 해운대구 센텀동로 57국립부산과학관 부산광역시 기장군 기장읍 동부산관광6로 59국립해양박물관 부산광역시 영도,-,-,-,-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20191230160911835_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191230160911835_thumbL
382,유니크베뉴_이벤트?문화시설,해운대구,이색여행,35.171074,129.12698,유니크베뉴_이벤트?문화시설,"부산여행, 부산가볼만한곳, 유니크베뉴, 이색여행, 추천여행, 부산모임장소, 복합문화공간, 부산MICE, 영화의전당, 부산문화콘텐츠콤플렉스, 렛츠런파크부산경남, 글로빌아트홀",유니크베뉴_이벤트?문화시설,-,유니크베뉴_이벤트?문화시설,b'ec9881ed9994ec9d98eca084eb8bb920ebb680ec82b0eab491ec97adec8b9c20ed95b4ec9ab4eb8c80eab5ac20ec8898ec9881eab095ebb380eb8c80eba19c20313230ebb680ec82b0ebacb8ed9994ecbd98ed8590ecb8a0ecbda4ed948ceba089ec8aa420ebb680ec82b0eab491ec97adec8b9c20ed95b4ec9ab4eb8c80eab5ac20ec8898ec9881eab095ebb380eb8c80eba19c20313430eba09becb8a0eb9fb0ed8c8ced81acebb680ec82b0eab2bdeb82a820ebb680ec82b0eab491ec97adec8b9c20eab095ec849ceab5ac20eab080eb9dbdeb8c80eba19c20393239ec82acec8381ec9db8eb9494ec8aa4ed858cec9db4ec859820ebb680ec82b0ea',-,-,-,-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20191230162041791_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191230162041791_thumbL
384,부산에서 일주일 살기,해운대구,일정여행,35.1585,129.15987,부산 일주일 살기,"부산여행, 부산일주일여행, 강서구, 광안리, 다대포, 케이블카, 전망대, 해안터널, 아홉산숲, 죽성성당, 오륙도, 뚜벅이, 여행코스, 일주일살기",부산 일주일 살기,-,부산 일주일 살기,-,-,-,-,-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20191230164059031_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191230164059031_thumbL
391,2박3일코스 1,동구,일정여행,35.116302,129.03877,2박3일코스 1,"부산여행, 부산일주일여행, 강서구, 광안리, 다대포, 케이블카, 전망대, 해안터널, 아홉산숲, 죽성성당, 오륙도, 뚜벅이, 여행코스, 2박3일, 부산에서살기",부산 원도심의 이야기를 품에 안고 바다로 간다,-,2박3일코스 1,-,-,-,-,-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20191230174207274_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191230174207274_thumbL
392,2박3일코스 2,금정구,일정여행,35.2836,129.06842,2박3일코스 2,"부산여행, 부산일주일여행, 강서구, 광안리, 다대포, 케이블카, 전망대, 해안터널, 아홉산숲, 죽성성당, 오륙도, 뚜벅이, 여행코스, 2박3일, 부산에서살기",2박 3일에 완성하는 부산 완전정복,-,2박3일코스 2,-,-,-,-,-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20191230175635911_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191230175635911_thumbL
394,서면 메디컬스트리트,부산진구,이색여행,35.15779,129.05762,서면 메디컬스트리트,"부산여행, 서면메디컬스트리트, 메디컬투어, 의료관광, 부산관광, 부산서면, 미용, 뷰티, 서면메디컬스트리트축제, 추천여행, 부산이색여행","의료관광의 성지, 서면메디컬스트리트",의료와 관광을 동시에,서면 메디컬스트리트,부산광역시 부산진구 가야대로 787(부산 의료관광 종합안내센터),-,https://www.busanjin.go.kr/meditour/index.busanjin,"도시철도 1,2호선 서면역 9번 출구 일대버스 1, 110-1, 124, 129-1, 133, 138-1, 141, 31, 33, 77, 85, 87, 108, 138, 167, 168, 17, 23, 67, 68, 1004 롯데호텔백화점 하차주차: 인근 공영주차장(주차비 별도)",-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20191230175654997_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191230175654997_thumbL
408,동래역사여행,동래구,이색여행,35.201782,129.08394,동래역사여행,"부산여행, 동래여행, 역사여행, 동래읍성임진왜란역사관, 동래부동헌, 동래함교, 복천박물관, 복천동고분군, 동래읍성역사관",동래야 놀자! 동래역사여행,-,동래역사여행,-,-,-,-,-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20191230194109361_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191230194109361_thumbL
417,부산인문학여행,동래구,이색여행,35.206722,129.0909,부산인문학여행,"부산인문학여행, 복천박물관, 복천동고분군, 동래읍성임진왜란역사관, 부산박물관, 부산근대역사관, 국립일제강제동원역사관, 보수동책방골목, 이터널저니, 국립부산과학관, 영화의전당",부산인문학여행,-,부산인문학여행,-,-,-,-,-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20191230204600180_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191230204600180_thumbL
431,서부산투어,사하구,이색여행,35.04645,128.96263,서부산투어,"부산여행, 바다, 산, 공원, 자연, 섬, 절, 다대포해수욕장, 아미산전망대, 감천문화마을, 송도해수욕장, 삼락생태공원, 윤수사, 렛츠런파크부산경남, 가덕도, 정거마을, 외양포, 추천여행, 테마여행","자연과 문화, 그리고 역사가 공존하는 서부산투어",-,서부산투어,-,-,-,-,-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231101435327_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231101435327_thumbL
451,등대투어,영도구,이색여행,35.052433,129.0928,등대투어,"부산, 기장, 청사포, 오륙도, 태종대, 등대, 젖병등대, 닭볏등대, 야구등대, 갈매기등대, 장승승대, 월드컵등대, 바다풍경, 힐링, 추천여행, 부산여행, 등대투어","부산 바다의 든든한 지킴이, 등대투어",-,등대투어,-,-,-,-,-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231185003136_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231185003136_thumbL
454,영화 속 부산,기장군,이색여행,35.28697,129.17142,영화 속 부산,"부산, 기장, 영도, 아홉산숲, 흰여울문화마을, 국제시장, 수영만요트경기장, 미포, 부산데파트, 중앙동, 영화, 부산차이나타운, 부산영화촬영지, 추천여행, 부산여행, 포토스폿",영화 속 부산을 찾아가는 쏠쏠한 재미,-,영화 속 부산,-,-,-,-,-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231190800417_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231190800417_thumbL
464,남포동 체류기,중구,이색여행,35.09867,129.03531,남포동 체류기,"부산여행, 추천여행, 부산가볼만한곳, 남포동, 쇼핑맛집, 전통시장, 길거리음식, 깡통시장, 사계절, 부산여행코스추천, 선물, 기념품쇼핑","부산 여행의 메카, 남포동 체류기",-,남포동 체류기,-,-,-,-,-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231202025720_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191231202025720_thumbL
465,갈대명소,강서구,이색여행,35.114956,128.94853,갈대명소,"자연, 힐링, 운동, 산책, 가을여행, 가족여행, 추천여행, 부산여행, 부산가볼만한곳, 경치좋은곳, 나들이, 친구와함께, 연인과함께, 가족과함께, 을숙도생태공원, 삼락생태공원, 대저생태공원, 다대포해수욕장",갈대와 억새가 부르는 가을 노래,-,갈대명소,을숙도생태공원 부산광역시 사하구 낙동남로 1240삼락생태공원 부산광역시 사상구 낙동대로 1231대저생태공원 부산광역시 강서구 대저1동 2314-11다대포해수욕장 부산광역시 사하구 몰운대1길 14,-,-,b'ec9d84ec8899eb8f84ec839ded839ceab3b5ec9b90eb8f84ec8b9cecb2a0eb8f842031ed98b8ec84a020ed9598eb8ba8ec97ad2033ebb28820ecb69ceab5ac20e2869220332c2035352c2035382c2035382d322c203136382c203532302c20313030352c20323030302c2035382d312c2032323120ebb284ec8aa420ed9998ec8ab920ec9d84ec8899eb8f8428ebacb8ed9994ed9a8ceab4802920ed9598ecb0a820eb8f84ebb3b4203130ebb684eca3bcecb0a820ec9d84ec8899eb8f8420eab3b5ec9881eca3bcecb0a8ec9ea5ec82bceb9dbdec839ded839ceab3b5ec9b90ebb680ec82b0eab980ed95b420eab2bdeca084ecb2a020eab498ebb295eb',-,연중무휴,상시,무료,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200101134650132_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200101134650132_thumbL
466,펫트립,부산진구,이색여행,35.1684,129.05829,펫트립,"펫트립, 반려견과함께, 부산애견산책코스, 부산강아지산책코스, 온천천시민공원, 부산어린이대공원, 부산시민공원, 동래읍성, 광안리해수욕장, APEC나루공원, 다대포해변공원, 산책하기좋은곳, 추천여행, 부산이색여행",펫트립,-,펫트립,b'ebb680ec82b0ec8b9cebafbceab3b5ec9b9020ebb680ec82b0eab491ec97adec8b9c20ebb680ec82b0eca784eab5ac20ec8b9cebafbceab3b5ec9b90eba19c203733203035312d3835302d36303030eb8f99eb9e98ec9d8dec84b120ebb680ec82b0eab491ec97adec8b9c20eb8f99eb9e98eab5ac20ebaa85eba59c2c20ebb3b5ecb29c2c20ecb9a0ec82b02c20ebaa85ec9ea52c20ec9588eb9dbdeb8f9920ec9dbceb8c80ec98a8ecb29cecb29cec8b9cebafbceab3b5ec9b9020ebb680ec82b0eab491ec97adec8b9c20ec97b0eca09ceab5ac20ec97b0ec82b0eb8f9920323035362d38eab491ec9588eba6aced95b4ec8898ec9a95ec9ea520ebb6',-,-,-,-,연중무휴,상시,무료,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200101140309373_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200101140309373_thumbL
468,자전거로 즐기는 부산,강서구,이색여행,35.11647,128.94832,자전거로 즐기는 부산,"부산여행, 이색체험, 자전거투어, 라이딩, 자전거로즐기는부산, 을숙도생태공원, 화명생태공원, 대저생태공원, 수영강변로, 온천천시민공원, 부산자전거대여소",자전거로 즐기는 부산,-,자전거로 즐기는 부산,을숙도생태공원 부산광역시 사하구 낙동남로 1240화명생태공원 부산광역시 북구 화명동 1718-10대저생태공원 부산광역시 강서구 대저1동 2314-11수영강시민공원 부산광역시 해운대구 반여동 1502-1,-,-,"을숙도생태공원도시철도 1호선 하단역 3번 출구 → 3, 55, 58, 58-2, 168, 520, 1005, 2000, 58-1, 221 버스 환승 을숙도(문화회관) 하차 도보 10분주차 을숙도 공영주차장화명생태공원도시철도 2호선 화명역",-,연중무휴,상시,무료,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200101142243644_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200101142243644_thumbL
476,정국코스,북구,이색여행,35.20764,129.035,정국코스,"부산여행, 부산가볼만한곳, 케이팝, 연예인코스, 만덕동, BTS,  방탄소년단, 정국코스, 아미, 가수, 팬, 산책, 백양초등학교, 만덕레고마을, 병풍암석불사, 가족여행, 추천여행, 친구와함께","방탄소년단(BTS) 정국의 고향, 부산 만덕동 산책하기",-,정국코스,b'ebb0b1ec9691ecb488eb93b1ed9599eab59020ebb680ec82b0eab491ec97adec8b9c20ebb681eab5ac20ec8381eba6aceba19c3138ebb288eab8b8203132ebb0b1ec9691eca491ed9599eab59020ebb680ec82b0eab491ec97adec8b9c20ebb681eab5ac20ec8381eba6aceba19c203730eba78ceb8d95eba088eab3a0eba788ec9d8420ebb680ec82b0eab491ec97adec8b9c20ebb681eab5ac20ec9d80ed9689eb8298ebacb4eba19c3233ebb288eab8b8203430eba78ceb8d95ec98a4eba6acebafbcec868deba788ec9d8420ebb680ec82b0eab491ec97adec8b9c20ebb681eab5ac20eba78ceb8d95eab3a0eab09ceab8b8203638ec849debb688ec',-,-,b'ebb0b1ec9691ecb4883feca491ed9599eab59020eb8f84ec8b9cecb2a0eb8f842033ed98b8ec84a020eba78ceb8d95ec97ad2033ebb28820ecb69ceab5ac20eb8f84ebb3b4203135ebb684eba78ceb8d95eba088eab3a0eba788ec9d8420eb8f84ec8b9cecb2a0eb8f842033ed98b8ec84a020eba78ceb8d95ec97ad2031ebb28820ecb69ceab5ac20eb8f84ebb3b4203130ebb684eba78ceb8d95ec98a4eba6acebafbcec868deba788ec9d84eb8f84ec8b9cecb2a0eb8f842033ed98b8ec84a020eba78ceb8d95ec97ad2033ebb28820ecb69ceab5ac20e2869220eba788ec9d84ebb284ec8aa420ebb681eab5ac3820ed9998ec8ab920e2869220ed95',-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200101154406282_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200101154406282_thumbL
477,지민코스,금정구,이색여행,35.23018,129.1206,지민코스,"부산여행, 부산가볼만한곳, 케이팝, 연예인코스, 회동동, BTS,  방탄소년단, 지민코스, 아미, 가수, 팬, 산책, 회동초등학교, 회동마루, 가족여행, 추천여행, 친구와함께","방탄소년단(BTS) 지민의 고향, 부산 금정구 성지순례코스 탐방기",-,지민코스,회동마루 부산광역시 금정구 금사로 217다대포해수욕장?꿈의낙조분수 부산광역시 사하구 몰운대1길 14,-,-,"회동마루버스 179, 184, 42, 43, 5-1, 99 회동본동 하차 도보 5분다대포해수욕장?꿈의낙조분수도시철도 1호선 다대포해수욕장역 2번 출구 도보 8분주차 다대포해수욕장 공영주차장",-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200101155010246_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200101155010246_thumbL
484,부산 드라이브코스,수영구,일정여행,35.153225,129.11873,부산드라이브코스,"부산여행, 추천여행, 부산드라이브, 부산가볼만한곳, 달맞이길, 광안대교, 만덕고개누리길전망대, 영화의전당, 마린시티, 해운대, 송정해수욕장, 해동용궁사",부산 드라이브는 즐거워!,-,부산드라이브코스,-,-,-,-,-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200101165531366_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200101165531366_thumbL
485,부산이색책방,중구,이색여행,35.103336,129.0266,부산이색책방,"부산여행, 문화, 부산서점, 부산이색서점, 이색책방, 동네책방, 독립출판, 책, 독서모임, 커피, 힐링, 보수동책방골목",색다른 즐거움 부산이색책방,-,부산이색책방,-,-,-,-,-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200101170138040_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200101170138040_thumbL
